id,created_at,text
785784387568738304,2016-10-11 10:09:31,There's no service on B Line &amp; CU A Line until 12:00. Bus shuttle is in place. Other means of transportation is recommended. @DENAirport
784500303273926656,2016-10-07 21:07:02,FasPhoto Friday: Crews installed a 160 foot-long drainage pipe near the Northglenn-112th Station on the N Line.… https://t.co/75MMSzAfAG
783799930787799044,2016-10-05 22:44:00,We will be conducting an emergency response drill on Thurs 10/6 at 41st &amp; Fox Station. B Line not interrupted. https://t.co/8xvAeXaaL3
783655486994264064,2016-10-05 13:10:02,Attend a meeting tomorrow in Denver at the RTD main offices about proposed Winter service changes.… https://t.co/1BwxPGoHHp
783353751251759104,2016-10-04 17:11:02,Attend a meeting tomorrow in Highlands Ranch about proposed Winter service changes. https://t.co/Lp4tie7XZq https://t.co/OLTpb2QflR
783079567472795648,2016-10-03 23:01:32,"B line is now operating between Union Station and Westminster. Bus shuttles are being cancelled. First NB scheduled at 5:21p, SB at 5:13p."
783052316437913600,2016-10-03 21:13:15,A line experiencing 15-20 min delays for the next 1 to 2 hours due to non-RTD accident near York crossing https://t.co/m695ErZg9q
783003512141516800,2016-10-03 17:59:19,"B line trains are currently stopped, bus shuttles will be in place from Union Station to Westminster Station. https://t.co/G8jaii3IYR"
783002434633240576,2016-10-03 17:55:02,"Be a dear and keep the doors clear. Keeping doorways clear on trains keeps you safe, your stuff safe &amp; is courteous… https://t.co/Myf7TQ4L0X"
782928445298704385,2016-10-03 13:01:02,Attend a meeting tonight in Aurora about proposed Winter service changes. https://t.co/Lp4tie7XZq https://t.co/6yU65SdoZ6
781869483254087681,2016-09-30 14:53:05,"CU A Line update: Quebec crossing gates repaired, trains have resumed normal schedules. We apologize for the inconvenience. @DENAirport"
781852308489383937,2016-09-30 13:44:51,Due to crossing issues at Quebec St. CU A line is experiencing a 10-15 minute delay east &amp; westbound. @DENAirport https://t.co/m695ErZg9q
781480154052726785,2016-09-29 13:06:02,Attend a meeting tonight in Ken Caryl Ranch or Brighton about proposed Winter service changes.… https://t.co/3z6jbqH4eL
781102661613477889,2016-09-28 12:06:01,The lot at 61st &amp; Pena will be closed starting 9/28 for repaving. Please use on-street parking in the area. More info at 303-352-1926.
780906115886292992,2016-09-27 23:05:01,The lot at 61st &amp; Pena will be closed starting 9/28 for repaving. Please use on-street parking in the area. Call 303-352-1926 for more info.
780391731736948736,2016-09-26 13:01:02,Attend a meeting tonight in Lakewood or Stapleton about proposed Winter service changes. https://t.co/Lp4tie7XZq https://t.co/qwWx7Lj9i8
780013992903180288,2016-09-25 12:00:02,B Line service unavailable today due to construction on Federal Blvd. Bus shuttles are running. https://t.co/r5sQfli5Zk
779651611517779968,2016-09-24 12:00:04,Reminder: B Line service unavailable today &amp; tomorrow because of Federal Blvd construction. Bus shuttles are running https://t.co/r5sQfli5Zk
779447760814604288,2016-09-23 22:30:02,"19,506 people have pledged to be safe around buses &amp; trains! Can you help get us to 20K pledges this weekend?… https://t.co/SRKG6SOHFA"
779433918399258624,2016-09-23 21:35:01,#FasPhotoFriday: Light rail and commuter trains come together at the Peoria Station. https://t.co/FU4UjJS4oM https://t.co/0ik0HQ2oMy
779379559078559744,2016-09-23 17:59:01,Race for the Cure runners: Take RTD to get downtown this Sunday. See schedules &amp; locations at… https://t.co/w2ZydMn9Zi
779349669063163904,2016-09-23 16:00:15,Reminder: B Line service unavailable 9/24-9/25 because of Federal Blvd construction. Bus shuttles will be running. https://t.co/r5sQfli5Zk
779021210264805376,2016-09-22 18:15:04,"Cool, new art is going in at R Line train stations. We meet up with the artist live on Facebook in a few minutes.… https://t.co/ZX2ylvtAbx"
778979723346980864,2016-09-22 15:30:13,CU A Line experiencing 10-15 min delays both directions. Allow extra travel time for the next 2 hours. https://t.co/m695ErZg9q @DENAirport
778975903183360000,2016-09-22 15:15:02,"Art is appearing at stations along the R Line. We'll be live on Facebook Thursday, 12:30 p.m. to show it to you.… https://t.co/0OzEoPgjKE"
778684654085771265,2016-09-21 19:57:43,"Light rail lines D, F, H are resuming downtown service. Please expect delays for about an hour https://t.co/uZ8itRycNp"
778655760410562560,2016-09-21 18:02:54,"NB lines D, F &amp; H are turning around at Conv Center due to police activity. Train shuttle 18th/stout to 30th/downing https://t.co/LoD0wImm4z"
778654786837098496,2016-09-21 17:59:02,We want your feedback about proposed Winter service changes. Attend one of 8 meetings and share your thoughts.… https://t.co/zE2gnwVPQv
778247364863590400,2016-09-20 15:00:05,B Line service will unavailable 9/24-9/25 due to Federal Blvd construction. Bus shuttles will be running. More info: https://t.co/r5sQfli5Zk
776843350880112640,2016-09-16 18:01:02,Be patient at level crossings! Don't circumnavigate the crossing gate. #safetypledge at https://t.co/9EefWJTTzg https://t.co/YPzyTaIZhi
776398085312221184,2016-09-15 12:31:42,Update on E &amp; F Lines. Trains are moving but expect minor delays for the next hour. https://t.co/LoD0wImm4z
776392071263293441,2016-09-15 12:07:49,E &amp; F Lines NB into downtown experiencing 30 minute delays due to train with mechanical issues at Belleview. https://t.co/EYH5HyP8Br
776199822374215680,2016-09-14 23:23:53,"All northbound E, F &amp; H lines experiencing 10-15 min delays due to police activity near Southmoor Station https://t.co/9SWchLCW5C"
776035445238931457,2016-09-14 12:30:42,"E,F,H trains are now using both tracks between Yale/Colorado. Expect delays for the next hour as we get trains back on schedule."
775811162944315392,2016-09-13 21:39:29,"CU A Line update: Power restored &amp; all trains moving, please allow extra travel time in the next hour as we get on schedule. @DENAirport"
775809751061979136,2016-09-13 21:33:53,"Due to a power failure on the CU A line, a train is stuck blocking the tracks to DIA from 61st/Pena. Delays both directions. @DENAirport"
775754670841077760,2016-09-13 17:55:01,RTD is hosting a Youth Transit Community Forum Sat 9/17. Trip &amp; route planning &amp; a special field trip. Sign up at https://t.co/57FaGQ6lR1
775012286897328128,2016-09-11 16:45:02,Meet Numpty at the Arvada Harvest Festival today from 12-3p &amp; take the #safetypledge at https://t.co/9EefWJTTzg https://t.co/qutPW1N4fj
774895270584721408,2016-09-11 09:00:04,"Today from 3am-3pm, light rail service on the D Line from Mineral to Englewood will be unavailable. More info at https://t.co/o1jujG1olD"
774668771508105217,2016-09-10 18:00:02,"On Sunday from 3am-3pm, light rail service on the D Line from Mineral to Englewood will be unavailable. More info at https://t.co/o1jujG1olD"
774593518555705346,2016-09-10 13:01:00,Parking will not be available for RTD patrons today at Decatur/Federal Stn. We apologize for the inconvenience https://t.co/idNl2CnlIU
774352974948597760,2016-09-09 21:05:10,UPDATE: Union station switch problems are resolved. A &amp; B line trains are returning to normal schedules. @DENAirport
774337519634612224,2016-09-09 20:03:45,"Due to switch issues at Union Station, A &amp; B line trains can be delayed up to 10-20 minutes. Please allow extra travel time."
774309150478118913,2016-09-09 18:11:02,"Numpty will be at the Arvada Harvest Festival Sat 9/10, 11a-4p. Let's get to 20K pledges! https://t.co/9EefWJTTzg https://t.co/OR09liGZIB"
773982666001485824,2016-09-08 20:33:42,"Due to police activity, W lines trains are experiencing delays of up to 45 minutes on east &amp; westbound trips. https://t.co/OM1vK9wWhL"
773883639310323712,2016-09-08 14:00:12,"On 9/11, from 3am-3pm, light rail service on the D Line from Mineral to Englewood will be unavailable. More info at https://t.co/o1jujG1olD"
773653323853340673,2016-09-07 22:45:00,Parking will not be available for RTD patrons on Sat 9/10 at Decatur/Federal Stn. We apologize for the inconvenience https://t.co/idNl2CnlIU
773194299525562370,2016-09-06 16:21:00,"On this #artdropday, at the Time Present, you can find the prize at the station preparing for take off. #denver #rtd #artdropdenver #art"
773191783131979777,2016-09-06 16:11:00,"It's #artdropday. At this station, Tumbleweeds Really Do Exist, but you'll need to *run* to find the prize. #denver #rtd #artdropdenver #art"
773189267187040256,2016-09-06 16:01:01,Today is #artdropday. Find the art &amp; 2 Free Ride Coupons with the other RiNos under Conflux | Redox.  #denver #rtd #artdropdenver #art
772777553262104576,2016-09-05 12:45:00,Today we will be running Holiday schedules for Labor Day. Please check your route &amp; schedule at https://t.co/TvhQiPjlvW
772770012083937280,2016-09-05 12:15:02,The dirt parking lot at I-25 &amp; Broadway Station permanently closed on Sunday. Learn more https://t.co/rnyB8ukIJM https://t.co/d8sNUOMnnl
772497457754152961,2016-09-04 18:12:00,Tomorrow we will be running Holiday schedules for Labor Day. Please check your route &amp; schedule at https://t.co/TvhQiPjlvW
772451403553841157,2016-09-04 15:09:00,20+ bus routes will be detoured during the Taste of Colorado event today thru 6am 9/6. Check your route at https://t.co/9SWchLlkH2
772419191328518145,2016-09-04 13:01:00,Parking not available for RTD patrons at Decatur-Federal Stn Sun 9/4. We apologize for any inconvenience. https://t.co/idNl2CnlIU
772110160332369920,2016-09-03 16:33:01,Bid adieu with your BBQ ... That's a dumb way to die! Be safe around BBQs this Labor Day! https://t.co/9EefWJTTzg https://t.co/NbvpirrLug
772078446256140289,2016-09-03 14:27:00,20+ bus routes will be detoured during the Taste of Colorado today through 6am 9/6. Check your route at https://t.co/9SWchLlkH2
771844913998671874,2016-09-02 22:59:02,The dirt parking lot at I-25 &amp; Broadway Station is permanently closing on Sunday. Learn more https://t.co/rnyB8uCjBk https://t.co/569zqRR20L
771787529599094784,2016-09-02 19:11:00,"Please plan ahead &amp; allow extra travel time during PM commute. Taste of CO, CU vs CSU, Rockies, and Riot Fest causing large downtown crowds"
771772682383663104,2016-09-02 18:12:00,"On Monday 9/5, we will be running Holiday schedules for Labor Day. Please check your route &amp; schedule at https://t.co/TvhQiPjlvW"
771695926159159300,2016-09-02 13:07:00,20+ bus routes will be detoured during the Taste of Colorado starting tonight at 6p thru 6am 9/6. Check your route https://t.co/9SWchLlkH2
771496256212307968,2016-09-01 23:53:35,Repair work to mult crossings complete. A line will experience 5-15 min delays over next 60 min while regular service resumes @DENAirport
771483804355616768,2016-09-01 23:04:07,A line delays have increased to 30-60 min due to repair work at crossings &amp; accident at Ulster. Updates https://t.co/m695ErZg9q @DENAirport
771480280326561793,2016-09-01 22:50:06,"Due to repairs being made at multiple crossings and an accident near Ulster, A line trains are running 15-30 minutes behind schedule."
771418602121551872,2016-09-01 18:45:01,20+ bus routes will be detoured during the Taste of Colorado starting at 6pm 9/2 thru 6am 9/6. Check your route at https://t.co/9SWchLlkH2
771117868540956673,2016-08-31 22:50:01,Parking not available for RTD patrons at Decatur-Federal Stn Fri 9/2 &amp; Sun 9/4. We apologize for any inconvenience. https://t.co/idNl2CEX7u
771094774212243457,2016-08-31 21:18:15,A line experiencing 15-20 minute delays both directions for approximately the next 2 hours. Updates at https://t.co/m695ErZg9q @DENAirport
770980104457510912,2016-08-31 13:42:35,UPDATE: C/D Lines. Trains are moving btwn Mineral/Denver both directions. Expect delays as we go back to schedule. Bus shuttle is cancelled
770978873957752832,2016-08-31 13:37:42,C/D Lines stopped btwn Mineral/Englewood. Bus shuttle is being used Trains running btwn Englewood &amp; Downtown/Downing https://t.co/uZ8itRycNp
770975402307178496,2016-08-31 13:23:54,C/D Lines are stopped both directions at the request of Littleton FD due to train's brake failure. https://t.co/uZ8itRycNp
770693825035538432,2016-08-30 18:45:01,The CU vs CSU game is Friday Sept 2. Let RTD get you to the game with no parking or traffic hassles. Learn more https://t.co/OScFBJVAQc
770395356467109888,2016-08-29 22:59:00,G Line is opening this fall w/service to Arvada/Wheat Ridge. Learn what this means for Arvada-to-Airport travelers https://t.co/eztgQtMWnr
770248395529125888,2016-08-29 13:15:02,The dirt parking lot at I-25 &amp; Broadway Station is permanently closing on Sept 4. Learn more https://t.co/rnyB8uCjBk https://t.co/LgiqZa8DJP
770240844649549825,2016-08-29 12:45:02,Join us today from 11am - 1pm at Skyline Park in LoDo for the MallRide Makeover big reveal! https://t.co/TTO3VxeTlP https://t.co/9Ny0ICOoEW
769301655531638784,2016-08-26 22:33:02,Are you a Petextrian? Don't be a distracted walker. Stay alert when around buses &amp; trains. https://t.co/9EefWJTTzg https://t.co/OyghaYpqnw
769179778259693568,2016-08-26 14:28:44,"CU A line has returned to normal service at this time, east &amp; westbound trips. Thank you for your patience. @DENAirport"
769155190771507200,2016-08-26 12:51:02,"CU A line update: Signal issues resolved, please expect minor delays over the next hour as trains resume schedule. @DENAirport"
769152041847402496,2016-08-26 12:38:31,CU A Line update: delays on westbound trips 20-25 minutes. Eastbound to DIA 10-15 minutes. @DENAirport https://t.co/m695ErZg9q
769145887838703616,2016-08-26 12:14:04,"CU A line is currently experiencing 10-15 minute delays, please allow extra travel time. @DENAirport https://t.co/m695ErZg9q"
768893891395235840,2016-08-25 19:32:43,RT @quickleft: .@DENStartupWeek schedule is live! We're partnering w/ @RideRTD for a transportation data #hackfest. Check it: https://t.co/…
768859524962750464,2016-08-25 17:16:10,Regular D line service has resumed. Minor delays next 30 minutes.
768851538743746560,2016-08-25 16:44:26,All D lines ending at 18th/California and heading back SB along Stout. Train shuttle 20th/Welton to 30th/Downing https://t.co/uZ8itRycNp
768579649651679232,2016-08-24 22:44:02,The Free MallRide has a fresh new look! Come see on Mon Aug 29th from 11-1 at Skyline Park! https://t.co/OD9R2gRsSh https://t.co/wGVa9CRW9N
767737315837960192,2016-08-22 14:56:54,W Line experiencing 10-20 minute delays both directions for about an hour.  https://t.co/OM1vK9wWhL
766790557490221062,2016-08-20 00:14:49,"Due to an accident 15th/Cali please expect delays on D, F, H lines for next hour. Weather related 10-15 min delays on A line next hour."
766764939725922304,2016-08-19 22:33:02,"When in a rush, don't chase the bus. During back-to-school season -take time to watch out for kids, buses &amp; trains! https://t.co/6ZrCzTHu8I"
766713405587664896,2016-08-19 19:08:15,"Due to a mechanical issue with a NB D line train, please expect minor delays on C &amp; D lines for next 45 minutes https://t.co/uZ8itRycNp"
766666003149271040,2016-08-19 15:59:53,CU A Line Update: Power is back on. Trains are running again. May experience minor delays.
766664950311849984,2016-08-19 15:55:42,2of2 No ETA on delay right now. Will update soon as we get more information. @DENAirport
766664712280911872,2016-08-19 15:54:46,1of2 CU A Line trains not running due to power failure. Bus shuttle in place btwn Peoria Stn &amp; DIA. Pls allow extra travel time @DENAirport
766646913173032960,2016-08-19 14:44:02,FasPhoto Friday: Crews tie rebar for a bridge pier on the Southeast Rail Extension. https://t.co/CQS6cNzJkI https://t.co/KKXuiGoFnX
765970807084294144,2016-08-17 17:57:26,Crossing issues have been corrected. A line delays for approx the next hour while we resume scheduled service https://t.co/m695ErZg9q
765918943911436288,2016-08-17 14:31:20,CU A Line Update:  Some trains are now running on time. Some are still running on 5-15 minute delays. @DENAirport
765882945022357504,2016-08-17 12:08:18,CU A Line experiencing 15-30 minute delays both directions due to false activations at crossings. Crew is working on sites. @DENAirport
765665173621268480,2016-08-16 21:42:57,"Due to an accident near 28th &amp; Welton, please expect delays on all D line trains for the next 30-45 minutes https://t.co/uZ8itRycNp"
765249704485498880,2016-08-15 18:12:01,The Free MallRide is getting a makeover! New rides roll out on 16th Street Mall in late Aug! https://t.co/OD9R2gRsSh https://t.co/gOSRnjkMmf
765156338867507200,2016-08-15 12:01:01,August Service Changes took effect yesterday. Review your route impacts here: https://t.co/40doAHSFxB https://t.co/9lQw13pAFc
764884309337452544,2016-08-14 18:00:04,No parking available today for RTD patrons at Decatur-Federal Station due to an event at the stadium. We apologize for the inconvenience.
764839245739536388,2016-08-14 15:01:00,August Service Changes take place today. Know before you go &amp; review schedules here: https://t.co/40doAIagp9
764193746330058752,2016-08-12 20:16:01,FasPhoto Friday: Huge mural brings spectacular look to G Line's Clear Creek-Federal Station: https://t.co/pAYQYuFEmV https://t.co/eKnHFtgPEy
764091070468599809,2016-08-12 13:28:01,Don't forget - the August Service Changes take effect on Sun 8/14. See route impacts at https://t.co/1Z6kcMQVb6 https://t.co/hUBCoGfWGD
763881541298565120,2016-08-11 23:35:26,"A line trains are now operating to and from @DENAirport
Please expect trip time delays of 10-15 min. Updates: https://t.co/m695ErZg9q"
763855351624196097,2016-08-11 21:51:22,"B line update: Trains are now moving both directions between Union Station &amp; Westminster, no delays expected."
763798135319650304,2016-08-11 18:04:00,Just in case you forgot this catchy little ditty... here's a quick reminder to be safe around buses &amp; trains. https://t.co/f6QuBLbIL1
763780330016813056,2016-08-11 16:53:15,CU A line trains are not running between 61st &amp; Pena to DIA due to damaged power wire. More info here: https://t.co/m695ErZg9q @DENAirport
763576458316951552,2016-08-11 03:23:08,A line trains are now operating to/from @DENAirport and bus shuttles between 61st &amp; Pena and DIA are being cancelled.
763515037180846080,2016-08-10 23:19:04,"Additional repairs required on A line, trains still terminating at 61st/Pena. Bus shuttles in place to @DENAirport  https://t.co/m695ErZg9q"
763507175138422788,2016-08-10 22:47:50,"A line service restored. Please expect delays while we resume service, bus shuttles are still assisting riders. Info https://t.co/m695EsgRy0"
763481762668351488,2016-08-10 21:06:51,"A line is operating between Union Station and 61st &amp; Pena, bus shuttles in place @DENAirport to 61st &amp; Pena. Info: https://t.co/m695EsgRy0"
762786725194190849,2016-08-08 23:05:01,August Service Changes start Sunday 8/14. Review your schedules &amp; route changes at https://t.co/40doAIagp9 https://t.co/1iLhF3Zicg
761697046634041344,2016-08-05 22:55:02,Numpty wants you to Make Safety Your Best Friend - see the video at https://t.co/tYzZ3Psdzk https://t.co/CNQJdcrWth
761624065371025408,2016-08-05 18:05:02,We want your thoughts regarding proposed Fall service changes. Join us on Monday. https://t.co/JMmIXGf4kT https://t.co/bNKUMVYtPV
760994614782205953,2016-08-04 00:23:49,Bus shuttles transporting riders between Westminster &amp; Union Station until approx 7:30p due to B line signal issues https://t.co/G8jaii3IYR
760298797922521088,2016-08-02 02:18:53,Civic Center Sales Outlet/Lost &amp; Found closed Tuesday 11AM-3PM for construction relocation to Lincoln &amp; 16th. Info: https://t.co/zHg5frpQ6B
760098009463914498,2016-08-01 13:01:02,Join us for a public meeting on 8/8 to discuss proposed Fall service changes. https://t.co/JMmIXGf4kT https://t.co/b93Qoolyyq
759516428181516288,2016-07-30 22:30:02,We dedicate the windscreens at Westminster Station at 5:30p. Come mingle with the artist Dan Gottsegen. https://t.co/rVfwC7JT8j
759451247447453696,2016-07-30 18:11:01,"Come celebrate the B Line @DenversStation starting at 2p. Free rides, fun &amp; fireworks! https://t.co/afN4jjT5k1 https://t.co/Rt3mrUiG9n"
759172692939382784,2016-07-29 23:44:09,"15 minute delays on all C, D, E, F &amp; H lines for approx next hour due to mech issues near 10th &amp; Osage https://t.co/9SWchLlkH2"
759123838655279104,2016-07-29 20:30:01,We're holding 2 public meetings on 8/8 to discuss proposed Fall service changes. We want your input. Learn more at https://t.co/JMmIXGf4kT
759087352186703872,2016-07-29 18:05:02,Free rides on Sat 7/30 to celebrate the B Line. Parties at Union &amp; Westminster Station. https://t.co/afN4jjT5k1 https://t.co/QkBluUHTfC
758795175569203200,2016-07-28 22:44:02,"Numpty &amp; Lax are ready to meet you on Sat July 30, 2p-6p, at Union Station. #safetypledge https://t.co/afN4jjT5k1 https://t.co/MS1Wzaf8uD"
758663366701256707,2016-07-28 14:00:16,RTD is holding 2 public meetings today @ noon &amp; 5:30 p.m. for feedback on renovating 16th St Mall transit lanes. https://t.co/teAGUMAoty
758362569627148288,2016-07-27 18:05:00,August Service Changes are right around the corner. See how your route may be impacted at https://t.co/40doAIagp9
758331183566458880,2016-07-27 16:00:17,RTD is holding 2 public meetings on 7/28 @ noon &amp; 5:30 p.m. for feedback on renovating 16th St Mall transit lanes. https://t.co/teAGUMAoty
758046485334388737,2016-07-26 21:09:00,RTD is holding 2 public meetings on 7/28 @ noon &amp; 5:30 p.m. for feedback on renovating 16th St Mall transit lanes. https://t.co/teAGUMRZS8
757625231183716352,2016-07-25 17:15:05,We're Open! #MakeABLine on the B Line &amp; get from Westminster to LoDo in about 11 mins! https://t.co/COW9Mz3abN https://t.co/8kn5ZD7ykB
757612663371280385,2016-07-25 16:25:09,"CU A line Update: Gates at Quebec crossing are repaired and trains are running 15 min departures, slight delays over the next hour possible."
757594985562648576,2016-07-25 15:14:54,Here's what's happening at Westminster Stn     https://t.co/cmPzSWSdS6
757588605917237250,2016-07-25 14:49:33,CU A Line experiencing 20-30 minute delays due to crossing maintenance at Quebec caused by a truck damaging the gate arm. @DENAirport
757573931821772800,2016-07-25 13:51:15,Join us for the B Line Grand Opening! Free rides start at 11a. Westminster Stn at 71st &amp; Hooker St. https://t.co/8H18o9XPPD
757561299685380097,2016-07-25 13:01:03,Join us at the new Westminster Stn @ 10a for grand opening fun! Free rides start @ 11am. https://t.co/COW9Mz3abN https://t.co/ewsSfasCjv
757259300980928512,2016-07-24 17:01:01,The B Line opens in 24hrs! LoDo to Westminster in abt 11 mins. Join us for the grand opening fun tomorrow at 10am. https://t.co/COW9Mz3abN
756900440772530176,2016-07-23 17:15:02,We're celebrating the grand opening of the B Line on Mon 7/25. Free B Line rides after 11am! https://t.co/COW9Mz3abN https://t.co/TFR2bvK3x3
756636704367218689,2016-07-22 23:47:02,Crews work to put the finishing touches on Westminster Station. Grand opening Monday 10 a.m. https://t.co/SaRsuhgCw1 https://t.co/5y8X9q9U2P
756534300695068672,2016-07-22 17:00:07,72 hrs to the grand opening of our newest rail line - the B Line to Westminster. Join us! https://t.co/COW9Mz3abN https://t.co/S4OkrMA9u1
756492164792668160,2016-07-22 14:12:41,Update to D line: Police activity is clear and route is returning to normal service downtown. https://t.co/uZ8itRycNp
756294249113452544,2016-07-22 01:06:14,Repairs at Chambers causing 10-15 min delays on A line tonight &amp; track 2 boarding at Peoria &amp; Central Park. Details https://t.co/m695ErZg9q
